,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
3777,08/26/96 00:00:00,A1,Surface,1.0,3.1,22.0,28.5,-73.82666666666667,40.80333333333333
3782,08/26/96 00:00:00,A2M,Surface,1.0,3.9,22.0,29.0,-73.78333333333333,40.80166666666666
3785,08/26/96 00:00:00,A3,Surface,1.0,6.2,22.0,28.5,-73.755,40.84166666666667
3790,08/26/96 00:00:00,A4,Surface,1.0,5.9,22.0,29.0,-73.735,40.87638888888889
3793,08/26/96 00:00:00,H-D,Surface,1.0,2.9,23.0,29.0,-73.66000000000001,40.845
3796,08/26/96 00:00:00,H-C,Surface,1.0,5.6,23.0,29.0,-73.67500000000001,40.865
3799,08/26/96 00:00:00,H-C1,Surface,1.0,7.1,23.0,29.5,-73.69500000000001,40.88666666666666
3802,08/26/96 00:00:00,A5,Surface,1.0,7.6,23.0,29.0,-73.68666666666667,40.89833333333333
3805,08/26/96 00:00:00,H-B,Surface,1.0,7.7,23.0,30.0,-73.715,40.91333333333333
3808,08/26/96 00:00:00,H-A3,Surface,1.0,6.6,23.0,30.0,-73.72,40.92333333333333
3811,08/26/96 00:00:00,B1S,Surface,1.0,6.0,23.0,30.0,-73.66666666666667,40.94499999999999
3816,08/26/96 00:00:00,B2,Surface,1.0,7.3,23.0,30.0,-73.65333333333334,40.935
3821,08/26/96 00:00:00,B3M,Surface,1.0,7.4,23.0,30.0,-73.64500000000001,40.91999999999999
3824,08/26/96 00:00:00,B4,Surface,1.0,6.9,23.0,29.0,-73.635,40.90666666666667
3829,08/26/96 00:00:00,C1,Surface,1.0,8.3,24.0,30.0,-73.58,40.955
3834,08/26/96 00:00:00,C2,Surface,1.0,5.9,23.0,30.0,-73.5,40.985
3837,08/26/96 00:00:00,DI2,Surface,1.0,5.8,23.0,30.0,-73.76666666666667,40.89444444444445
3840,08/26/96 00:00:00,DI1,Surface,1.0,6.0,23.0,30.5,-73.77333333333333,40.8925
3845,09/03/96 00:00:00,A1,Surface,1.0,4.7,22.0,,-73.82666666666667,40.80333333333333
3850,09/03/96 00:00:00,A2M,Surface,1.0,7.0,23.0,,-73.78333333333333,40.80166666666666
3853,09/03/96 00:00:00,A3,Surface,1.0,9.6,23.0,,-73.755,40.84166666666667
3858,09/03/96 00:00:00,A4,Surface,1.0,8.8,23.0,,-73.735,40.87638888888889
3861,09/03/96 00:00:00,H-D,Surface,1.0,6.4,24.0,,-73.66000000000001,40.845
3864,09/03/96 00:00:00,H-C,Surface,1.0,8.9,23.0,,-73.67500000000001,40.865
3869,09/03/96 00:00:00,A5,Surface,1.0,9.0,24.0,,-73.68666666666667,40.89833333333333
3870,09/03/96 00:00:00,H-C1,Surface,1.0,9.0,23.0,,-73.69500000000001,40.88666666666666
3873,09/03/96 00:00:00,H-B,Surface,1.0,7.1,23.0,,-73.715,40.91333333333333
3876,09/03/96 00:00:00,H-A3,Surface,1.0,6.5,23.0,,-73.72,40.92333333333333
3879,09/03/96 00:00:00,B1S,Surface,1.0,7.0,23.0,,-73.66666666666667,40.94499999999999
3884,09/03/96 00:00:00,B2,Surface,1.0,7.4,23.0,,-73.65333333333334,40.935
3889,09/03/96 00:00:00,B3M,Surface,1.0,7.4,23.5,,-73.64500000000001,40.91999999999999
3892,09/03/96 00:00:00,B4,Surface,1.0,7.8,23.0,,-73.635,40.90666666666667
3897,09/03/96 00:00:00,C1,Surface,1.0,7.6,23.5,,-73.58,40.955
3902,09/03/96 00:00:00,C2,Surface,1.0,7.3,23.0,,-73.5,40.985
3905,09/03/96 00:00:00,DI2,Surface,1.0,7.7,24.0,,-73.76666666666667,40.89444444444445
3908,09/03/96 00:00:00,DI1,Surface,1.0,8.2,24.0,,-73.77333333333333,40.8925
3913,09/09/96 00:00:00,A1,Surface,1.0,2.8,24.0,28.0,-73.82666666666667,40.80333333333333
3918,09/09/96 00:00:00,A2M,Surface,1.0,3.5,23.5,27.0,-73.78333333333333,40.80166666666666
3921,09/09/96 00:00:00,A3,Surface,1.0,5.5,24.0,28.0,-73.755,40.84166666666667
3926,09/09/96 00:00:00,A4,Surface,1.0,6.2,24.0,28.0,-73.735,40.87638888888889
3929,09/09/96 00:00:00,H-D,Surface,1.0,2.0,23.5,28.0,-73.66000000000001,40.845
3932,09/09/96 00:00:00,H-C,Surface,1.0,5.7,23.5,27.0,-73.67500000000001,40.865
3935,09/09/96 00:00:00,H-C1,Surface,1.0,6.0,24.0,28.0,-73.69500000000001,40.88666666666666
3938,09/09/96 00:00:00,A5,Surface,1.0,5.7,24.0,28.0,-73.68666666666667,40.89833333333333
3941,09/09/96 00:00:00,H-B,Surface,1.0,5.4,24.0,29.0,-73.715,40.91333333333333
3944,09/09/96 00:00:00,H-A3,Surface,1.0,5.0,24.0,28.0,-73.72,40.92333333333333
3947,09/09/96 00:00:00,B1S,Surface,1.0,5.4,23.0,28.0,-73.66666666666667,40.94499999999999
3952,09/09/96 00:00:00,B2,Surface,1.0,5.5,23.5,28.0,-73.65333333333334,40.935
3957,09/09/96 00:00:00,B3M,Surface,1.0,5.0,23.0,28.0,-73.64500000000001,40.91999999999999
3960,09/09/96 00:00:00,B4,Surface,1.0,4.8,23.0,28.0,-73.635,40.90666666666667
3965,09/09/96 00:00:00,C1,Surface,1.0,5.0,23.0,28.0,-73.58,40.955
3970,09/09/96 00:00:00,C2,Surface,1.0,5.0,23.0,28.0,-73.5,40.985
3973,09/09/96 00:00:00,DI2,Surface,1.0,6.6,24.0,28.0,-73.76666666666667,40.89444444444445
3976,09/09/96 00:00:00,DI1,Surface,1.0,5.6,24.0,28.0,-73.77333333333333,40.8925
3981,09/16/96 00:00:00,A1,Surface,1.0,4.4,22.0,27.0,-73.82666666666667,40.80333333333333
3986,09/16/96 00:00:00,A2M,Surface,1.0,5.0,22.0,28.0,-73.78333333333333,40.80166666666666
3989,09/16/96 00:00:00,A3,Surface,1.0,5.9,22.0,27.0,-73.755,40.84166666666667
3994,09/16/96 00:00:00,A4,Surface,1.0,6.1,22.0,27.0,-73.735,40.87638888888889
3997,09/16/96 00:00:00,H-D,Surface,1.0,4.7,22.0,27.0,-73.66000000000001,40.845
4000,09/16/96 00:00:00,H-C,Surface,1.0,5.7,22.0,27.0,-73.67500000000001,40.865
4003,09/16/96 00:00:00,H-C1,Surface,1.0,6.4,22.0,27.0,-73.69500000000001,40.88666666666666
4006,09/16/96 00:00:00,A5,Surface,1.0,5.8,22.0,27.0,-73.68666666666667,40.89833333333333
4009,09/16/96 00:00:00,H-B,Surface,1.0,6.6,22.0,27.0,-73.715,40.91333333333333
4012,09/16/96 00:00:00,H-A3,Surface,1.0,6.5,22.0,27.0,-73.72,40.92333333333333
4015,09/16/96 00:00:00,B1S,Surface,1.0,6.0,22.0,27.0,-73.66666666666667,40.94499999999999
4020,09/16/96 00:00:00,B2,Surface,1.0,5.4,22.0,27.0,-73.65333333333334,40.935
4027,09/16/96 00:00:00,B3M,Surface,1.0,5.9,22.0,27.0,-73.64500000000001,40.91999999999999
4030,09/16/96 00:00:00,B4,Surface,1.0,5.7,22.0,27.0,-73.635,40.90666666666667
4035,09/16/96 00:00:00,C1,Surface,1.0,5.9,22.0,27.0,-73.58,40.955
4038,09/16/96 00:00:00,C2,Surface,1.0,5.5,22.0,27.0,-73.5,40.985
4041,09/16/96 00:00:00,DI2,Surface,1.0,7.0,22.0,26.0,-73.76666666666667,40.89444444444445
4044,09/16/96 00:00:00,DI1,Surface,1.0,6.4,22.0,26.0,-73.77333333333333,40.8925
4049,06/30/97 00:00:00,A1,Surface,1.0,5.7,19.0,28.0,-73.82666666666667,40.80333333333333
4054,06/30/97 00:00:00,A2M,Surface,1.0,6.6,19.0,28.0,-73.78333333333333,40.80166666666666
4057,06/30/97 00:00:00,8-403,Surface,1.0,9.2,20.5,28.0,-73.76055555555556,40.77722222222222
4060,06/30/97 00:00:00,8-405,Surface,1.0,8.0,19.0,27.0,-73.76361111111112,40.7925
4063,06/30/97 00:00:00,A3,Surface,1.0,9.0,19.0,29.0,-73.755,40.84166666666667
4066,06/30/97 00:00:00,9-409,Surface,1.0,12.4,22.0,30.0,-73.71805555555555,40.82888888888889
4069,06/30/97 00:00:00,9-412,Surface,1.0,12.4,22.0,30.0,-73.7125,40.82222222222222
4072,06/30/97 00:00:00,9-413,Surface,1.0,12.2,22.0,31.0,-73.71361111111112,40.80722222222222
4077,06/30/97 00:00:00,A4,Surface,1.0,8.6,17.5,30.0,-73.735,40.87638888888889
4080,06/30/97 00:00:00,H-D,Surface,1.0,9.0,20.0,30.0,-73.66000000000001,40.845
4083,06/30/97 00:00:00,H-C,Surface,1.0,10.8,21.0,30.0,-73.67500000000001,40.865
4086,06/30/97 00:00:00,H-C1,Surface,1.0,9.6,20.0,30.0,-73.69500000000001,40.88666666666666
4089,06/30/97 00:00:00,A5,Surface,1.0,9.8,20.0,30.0,-73.68666666666667,40.89833333333333
4092,06/30/97 00:00:00,H-B,Surface,1.0,9.0,19.0,29.0,-73.715,40.91333333333333
4095,06/30/97 00:00:00,H-A3,Surface,1.0,8.2,18.0,30.0,-73.72,40.92333333333333
4098,06/30/97 00:00:00,B1S,Surface,1.0,9.5,20.0,30.0,-73.66666666666667,40.94499999999999
4103,06/30/97 00:00:00,B2,Surface,1.0,9.0,20.0,30.0,-73.65333333333334,40.935
4108,06/30/97 00:00:00,B3M,Surface,1.0,10.0,20.0,30.0,-73.64500000000001,40.91999999999999
4111,06/30/97 00:00:00,B4,Surface,1.0,11.2,20.0,30.0,-73.635,40.90666666666667
4114,06/30/97 00:00:00,DI2,Surface,1.0,9.0,20.0,30.0,-73.76666666666667,40.89444444444445
4117,06/30/97 00:00:00,DI1,Surface,1.0,8.2,19.5,30.0,-73.77333333333333,40.8925
4122,07/07/97 00:00:00,A1,Surface,1.0,6.4,19.0,29.0,-73.82666666666667,40.80333333333333
4127,07/07/97 00:00:00,A2M,Surface,1.0,6.2,19.0,28.0,-73.78333333333333,40.80166666666666
4129,07/07/97 00:00:00,8-403,Surface,1.0,8.0,20.5,29.0,-73.76055555555556,40.77722222222222
4131,07/07/97 00:00:00,8-405,Surface,1.0,8.0,20.0,29.0,-73.76361111111112,40.7925
4134,07/07/97 00:00:00,A3,Surface,1.0,7.2,19.0,29.0,-73.755,40.84166666666667
4136,07/07/97 00:00:00,9-409,Surface,1.0,10.4,20.5,30.0,-73.71805555555555,40.82888888888889
4138,07/07/97 00:00:00,9-412,Surface,1.0,9.0,20.0,29.0,-73.7125,40.82222222222222
4140,07/07/97 00:00:00,9-413,Surface,1.0,8.0,21.0,29.0,-73.71361111111112,40.80722222222222
4145,07/07/97 00:00:00,A4,Surface,1.0,8.2,19.0,29.0,-73.735,40.87638888888889
4148,07/07/97 00:00:00,H-D,Surface,1.0,8.4,21.0,29.0,-73.66000000000001,40.845
4151,07/07/97 00:00:00,H-C,Surface,1.0,8.5,20.0,29.0,-73.67500000000001,40.865
4154,07/07/97 00:00:00,H-C1,Surface,1.0,9.2,19.0,29.0,-73.69500000000001,40.88666666666666
4157,07/07/97 00:00:00,A5,Surface,1.0,9.6,19.0,29.0,-73.68666666666667,40.89833333333333
4160,07/07/97 00:00:00,H-B,Surface,1.0,8.4,19.0,29.0,-73.715,40.91333333333333
4163,07/07/97 00:00:00,H-A3,Surface,1.0,8.0,18.0,29.0,-73.72,40.92333333333333
4166,07/07/97 00:00:00,B1S,Surface,1.0,7.8,18.0,29.0,-73.66666666666667,40.94499999999999
4171,07/07/97 00:00:00,B2,Surface,1.0,9.8,19.0,31.0,-73.65333333333334,40.935
4176,07/07/97 00:00:00,B3M,Surface,1.0,10.3,19.0,31.0,-73.64500000000001,40.91999999999999
4179,07/07/97 00:00:00,B4,Surface,1.0,10.2,20.0,31.0,-73.635,40.90666666666667
4182,07/07/97 00:00:00,DI2,Surface,1.0,7.8,19.5,30.0,-73.76666666666667,40.89444444444445
4185,07/07/97 00:00:00,DI1,Surface,1.0,7.6,19.0,31.0,-73.77333333333333,40.8925
4190,07/14/97 00:00:00,A1,Surface,1.0,5.4,19.0,28.0,-73.82666666666667,40.80333333333333
4195,07/14/97 00:00:00,A2M,Surface,1.0,7.8,20.0,29.0,-73.78333333333333,40.80166666666666
4198,07/14/97 00:00:00,8-403,Surface,1.0,12.5,22.0,31.0,-73.76055555555556,40.77722222222222
4201,07/14/97 00:00:00,8-405,Surface,1.0,12.0,21.5,30.0,-73.76361111111112,40.7925
4204,07/14/97 00:00:00,A3,Surface,1.0,9.5,20.5,30.0,-73.755,40.84166666666667
4207,07/14/97 00:00:00,9-413,Surface,1.0,14.5,24.0,32.0,-73.71361111111112,40.80722222222222
4210,07/14/97 00:00:00,9-412,Surface,1.0,13.0,23.0,31.0,-73.7125,40.82222222222222
4213,07/14/97 00:00:00,9-409,Surface,1.0,14.0,24.0,33.0,-73.71805555555555,40.82888888888889
4218,07/14/97 00:00:00,A4,Surface,1.0,11.5,21.0,30.0,-73.735,40.87638888888889
4221,07/14/97 00:00:00,H-D,Surface,1.0,11.5,23.0,33.0,-73.66000000000001,40.845
4224,07/14/97 00:00:00,H-C,Surface,1.0,11.0,22.0,32.0,-73.67500000000001,40.865
4227,07/14/97 00:00:00,H-C1,Surface,1.0,12.0,22.0,32.0,-73.69500000000001,40.88666666666666
4230,07/14/97 00:00:00,A5,Surface,1.0,12.5,22.0,32.0,-73.68666666666667,40.89833333333333
4233,07/14/97 00:00:00,H-B,Surface,1.0,12.0,22.0,30.0,-73.715,40.91333333333333
4236,07/14/97 00:00:00,B1S,Surface,1.0,8.5,20.5,30.0,-73.66666666666667,40.94499999999999
4241,07/14/97 00:00:00,B2,Surface,1.0,9.0,20.0,29.0,-73.65333333333334,40.935
4246,07/14/97 00:00:00,B3M,Surface,1.0,12.0,21.0,30.0,-73.64500000000001,40.91999999999999
4249,07/14/97 00:00:00,B4,Surface,1.0,13.0,23.0,32.0,-73.635,40.90666666666667
4252,07/14/97 00:00:00,DI2,Surface,1.0,9.0,21.5,31.0,-73.76666666666667,40.89444444444445
4255,07/14/97 00:00:00,DI1,Surface,1.0,8.5,21.0,31.0,-73.77333333333333,40.8925
4260,07/21/97 00:00:00,A1,Surface,1.0,5.5,20.5,29.0,-73.82666666666667,40.80333333333333
4265,07/21/97 00:00:00,A2M,Surface,1.0,5.5,20.0,28.0,-73.78333333333333,40.80166666666666
4267,07/21/97 00:00:00,8-403,Surface,1.0,7.6,21.0,29.0,-73.76055555555556,40.77722222222222
4269,07/21/97 00:00:00,8-405,Surface,1.0,8.3,21.0,28.0,-73.76361111111112,40.7925
4272,07/21/97 00:00:00,A3,Surface,1.0,6.7,20.0,28.0,-73.755,40.84166666666667
4274,07/21/97 00:00:00,9-409,Surface,1.0,7.6,21.0,29.0,-73.71805555555555,40.82888888888889
4276,07/21/97 00:00:00,9-412,Surface,1.0,6.8,21.5,29.0,-73.7125,40.82222222222222
4278,07/21/97 00:00:00,9-413,Surface,1.0,8.2,22.0,30.0,-73.71361111111112,40.80722222222222
4283,07/21/97 00:00:00,A4,Surface,1.0,7.2,20.0,30.0,-73.735,40.87638888888889
4286,07/21/97 00:00:00,H-D,Surface,1.0,5.5,22.0,30.0,-73.66000000000001,40.845
4289,07/21/97 00:00:00,H-C,Surface,1.0,6.4,21.0,31.0,-73.67500000000001,40.865
4292,07/21/97 00:00:00,H-C1,Surface,1.0,7.5,21.0,31.0,-73.69500000000001,40.88666666666666
4295,07/21/97 00:00:00,A5,Surface,1.0,4.6,18.5,30.0,-73.68666666666667,40.89833333333333
4298,07/21/97 00:00:00,H-B,Surface,1.0,6.4,19.0,31.0,-73.715,40.91333333333333
4301,07/21/97 00:00:00,H-A3,Surface,1.0,6.6,19.0,31.0,-73.72,40.92333333333333
4304,07/21/97 00:00:00,B1S,Surface,1.0,6.2,19.0,31.0,-73.66666666666667,40.94499999999999
4309,07/21/97 00:00:00,B2,Surface,1.0,7.3,20.0,30.0,-73.65333333333334,40.935
4314,07/21/97 00:00:00,B3M,Surface,1.0,7.3,20.0,30.0,-73.64500000000001,40.91999999999999
4317,07/21/97 00:00:00,B4,Surface,1.0,6.0,20.0,30.0,-73.635,40.90666666666667
4320,07/21/97 00:00:00,DI2,Surface,1.0,6.0,20.0,30.0,-73.76666666666667,40.89444444444445
4323,07/21/97 00:00:00,DI1,Surface,1.0,5.5,20.0,30.0,-73.77333333333333,40.8925
4328,07/28/97 00:00:00,A1,Surface,1.0,3.0,21.0,30.0,-73.82666666666667,40.80333333333333
4333,07/28/97 00:00:00,A2M,Surface,1.0,3.5,22.0,31.0,-73.78333333333333,40.80166666666666
4335,07/28/97 00:00:00,8-403,Surface,1.0,3.5,24.0,32.0,-73.76055555555556,40.77722222222222
4338,07/28/97 00:00:00,8-405,Surface,1.0,3.5,23.0,31.0,-73.76361111111112,40.7925
4341,07/28/97 00:00:00,A3,Surface,1.0,3.5,23.0,30.0,-73.755,40.84166666666667
4344,07/28/97 00:00:00,9-409,Surface,1.0,3.0,25.0,32.0,-73.71805555555555,40.82888888888889
4347,07/28/97 00:00:00,9-412,Surface,1.0,2.5,24.0,31.0,-73.7125,40.82222222222222
4350,07/28/97 00:00:00,9-413,Surface,1.0,4.0,25.0,34.0,-73.71361111111112,40.80722222222222
4355,07/28/97 00:00:00,A4,Surface,1.0,3.5,23.0,30.0,-73.735,40.87638888888889
4358,07/28/97 00:00:00,H-D,Surface,1.0,2.9,24.0,29.0,-73.66000000000001,40.845
4361,07/28/97 00:00:00,H-C,Surface,1.0,4.0,23.0,31.0,-73.67500000000001,40.865
4364,07/28/97 00:00:00,H-C1,Surface,1.0,4.5,21.5,31.0,-73.69500000000001,40.88666666666666
4367,07/28/97 00:00:00,A5,Surface,1.0,4.0,21.0,29.0,-73.68666666666667,40.89833333333333
4370,07/28/97 00:00:00,H-B,Surface,1.0,4.0,22.0,29.0,-73.715,40.91333333333333
4373,07/28/97 00:00:00,H-A3,Surface,1.0,3.7,21.0,29.0,-73.72,40.92333333333333
4376,07/28/97 00:00:00,B1S,Surface,1.0,4.1,21.0,29.0,-73.66666666666667,40.94499999999999
4381,07/28/97 00:00:00,B2,Surface,1.0,6.5,21.0,30.0,-73.65333333333334,40.935
4386,07/28/97 00:00:00,B3M,Surface,1.0,6.5,22.0,29.0,-73.64500000000001,40.91999999999999
4389,07/28/97 00:00:00,B4,Surface,1.0,6.5,22.0,29.0,-73.635,40.90666666666667
4392,07/28/97 00:00:00,DI2,Surface,1.0,3.5,21.0,28.0,-73.76666666666667,40.89444444444445
4395,07/28/97 00:00:00,DI1,Surface,1.0,1.9,21.0,29.0,-73.77333333333333,40.8925
4400,08/04/97 00:00:00,A1,Surface,1.0,4.2,21.5,30.0,-73.82666666666667,40.80333333333333
4405,08/04/97 00:00:00,A2M,Surface,1.0,4.3,21.0,29.0,-73.78333333333333,40.80166666666666
4407,08/04/97 00:00:00,8-403,Surface,1.0,7.0,23.0,30.0,-73.76055555555556,40.77722222222222
4409,08/04/97 00:00:00,8-405,Surface,1.0,9.1,22.5,30.0,-73.76361111111112,40.7925
4412,08/04/97 00:00:00,A3,Surface,1.0,6.0,21.0,29.0,-73.755,40.84166666666667
4414,08/04/97 00:00:00,9-409,Surface,1.0,6.2,23.0,29.0,-73.71805555555555,40.82888888888889
4416,08/04/97 00:00:00,9-412,Surface,1.0,7.7,23.0,30.0,-73.7125,40.82222222222222
4418,08/04/97 00:00:00,9-413,Surface,1.0,7.0,24.0,29.0,-73.71361111111112,40.80722222222222
4423,08/04/97 00:00:00,A4,Surface,1.0,6.0,21.0,30.0,-73.735,40.87638888888889
4426,08/04/97 00:00:00,H-D,Surface,1.0,8.0,23.0,30.0,-73.66000000000001,40.845
4429,08/04/97 00:00:00,H-C,Surface,1.0,8.2,23.0,31.0,-73.67500000000001,40.865
4432,08/04/97 00:00:00,H-C1,Surface,1.0,7.8,22.0,29.0,-73.69500000000001,40.88666666666666
4435,08/04/97 00:00:00,A5,Surface,1.0,7.2,21.0,29.0,-73.68666666666667,40.89833333333333
4438,08/04/97 00:00:00,H-B,Surface,1.0,6.3,21.0,29.0,-73.715,40.91333333333333
4441,08/04/97 00:00:00,H-A3,Surface,1.0,6.0,21.0,29.0,-73.72,40.92333333333333
4444,08/04/97 00:00:00,B1S,Surface,1.0,6.2,21.0,29.0,-73.66666666666667,40.94499999999999
4449,08/04/97 00:00:00,B2,Surface,1.0,6.2,21.0,29.0,-73.65333333333334,40.935
4454,08/04/97 00:00:00,B3M,Surface,1.0,7.7,22.0,29.0,-73.64500000000001,40.91999999999999
4457,08/04/97 00:00:00,B4,Surface,1.0,5.7,21.0,29.0,-73.635,40.90666666666667
4460,08/04/97 00:00:00,DI2,Surface,1.0,5.0,21.5,29.0,-73.76666666666667,40.89444444444445
4463,08/04/97 00:00:00,DI1,Surface,1.0,5.2,22.0,29.0,-73.77333333333333,40.8925
4468,08/11/97 00:00:00,A1,Surface,1.0,3.5,22.0,28.0,-73.82666666666667,40.80333333333333
4473,08/11/97 00:00:00,A2M,Surface,1.0,3.7,22.0,28.5,-73.78333333333333,40.80166666666666
4475,08/11/97 00:00:00,8-403,Surface,1.0,5.9,23.0,28.5,-73.76055555555556,40.77722222222222
4477,08/11/97 00:00:00,8-405,Surface,1.0,8.6,22.0,28.5,-73.76361111111112,40.7925
4480,08/11/97 00:00:00,A3,Surface,1.0,4.4,21.5,28.5,-73.755,40.84166666666667
4482,08/11/97 00:00:00,9-409,Surface,1.0,8.4,23.5,29.5,-73.71805555555555,40.82888888888889
4484,08/11/97 00:00:00,9-412,Surface,1.0,6.0,23.0,29.0,-73.7125,40.82222222222222
4486,08/11/97 00:00:00,9-413,Surface,1.0,6.5,23.0,29.0,-73.71361111111112,40.80722222222222
4491,08/11/97 00:00:00,A4,Surface,1.0,6.1,22.0,29.0,-73.735,40.87638888888889
4494,08/11/97 00:00:00,H-D,Surface,1.0,3.5,23.0,30.0,-73.66000000000001,40.845
4497,08/11/97 00:00:00,H-C,Surface,1.0,7.3,22.5,29.0,-73.67500000000001,40.865
4500,08/11/97 00:00:00,H-C1,Surface,1.0,8.1,23.0,29.5,-73.69500000000001,40.88666666666666
4503,08/11/97 00:00:00,A5,Surface,1.0,7.2,22.5,29.0,-73.68666666666667,40.89833333333333
4506,08/11/97 00:00:00,H-B,Surface,1.0,5.8,22.5,29.0,-73.715,40.91333333333333
4509,08/11/97 00:00:00,H-A3,Surface,1.0,4.6,22.5,30.0,-73.72,40.92333333333333
4512,08/11/97 00:00:00,B1S,Surface,1.0,5.4,22.5,29.5,-73.66666666666667,40.94499999999999
4517,08/11/97 00:00:00,B2,Surface,1.0,5.8,22.0,29.0,-73.65333333333334,40.935
4522,08/11/97 00:00:00,B3M,Surface,1.0,7.1,22.5,29.5,-73.64500000000001,40.91999999999999
4525,08/11/97 00:00:00,B4,Surface,1.0,8.7,23.0,30.0,-73.635,40.90666666666667
4528,08/11/97 00:00:00,DI2,Surface,1.0,4.8,23.0,30.0,-73.76666666666667,40.89444444444445
4531,08/11/97 00:00:00,DI1,Surface,1.0,4.9,23.0,30.0,-73.77333333333333,40.8925
4536,08/20/97 00:00:00,A1,Surface,1.0,3.8,23.0,28.0,-73.82666666666667,40.80333333333333
4541,08/20/97 00:00:00,A2M,Surface,1.0,4.2,22.0,29.0,-73.78333333333333,40.80166666666666
4542,08/20/97 00:00:00,8-403,Surface,1.0,7.2,22.5,27.5,-73.76055555555556,40.77722222222222
4544,08/20/97 00:00:00,8-405,Surface,1.0,6.4,22.5,26.5,-73.76361111111112,40.7925
4547,08/20/97 00:00:00,A3,Surface,1.0,4.5,22.5,29.0,-73.755,40.84166666666667
4549,08/20/97 00:00:00,9-409,Surface,1.0,4.9,23.0,29.0,-73.71805555555555,40.82888888888889
4551,08/20/97 00:00:00,9-412,Surface,1.0,7.8,23.0,28.0,-73.7125,40.82222222222222
4553,08/20/97 00:00:00,9-413,Surface,1.0,10.6,22.5,28.0,-73.71361111111112,40.80722222222222
4558,08/20/97 00:00:00,A4,Surface,1.0,5.7,22.5,30.0,-73.735,40.87638888888889
4561,08/20/97 00:00:00,H-D,Surface,1.0,4.5,23.0,30.0,-73.66000000000001,40.845
4564,08/20/97 00:00:00,H-C,Surface,1.0,5.1,22.5,28.0,-73.67500000000001,40.865
4567,08/20/97 00:00:00,H-C1,Surface,1.0,7.4,22.5,30.0,-73.69500000000001,40.88666666666666
4570,08/20/97 00:00:00,A5,Surface,1.0,6.8,22.0,30.0,-73.68666666666667,40.89833333333333
4573,08/20/97 00:00:00,H-B,Surface,1.0,7.4,22.0,30.0,-73.715,40.91333333333333
4576,08/20/97 00:00:00,H-A3,Surface,1.0,6.6,22.0,30.0,-73.72,40.92333333333333
4579,08/20/97 00:00:00,B1S,Surface,1.0,6.0,22.0,27.0,-73.66666666666667,40.94499999999999
4584,08/20/97 00:00:00,B2,Surface,1.0,7.3,22.5,30.0,-73.65333333333334,40.935
4589,08/20/97 00:00:00,B3M,Surface,1.0,8.0,22.5,30.0,-73.64500000000001,40.91999999999999
4592,08/20/97 00:00:00,B4,Surface,1.0,6.5,22.5,30.0,-73.635,40.90666666666667
4595,08/20/97 00:00:00,DI2,Surface,1.0,4.8,22.5,30.0,-73.76666666666667,40.89444444444445
4598,08/20/97 00:00:00,DI1,Surface,1.0,4.7,22.5,30.0,-73.77333333333333,40.8925
4603,08/25/97 00:00:00,A1,Surface,1.0,4.5,22.0,29.0,-73.82666666666667,40.80333333333333
4608,08/25/97 00:00:00,A2M,Surface,1.0,5.5,22.0,29.0,-73.78333333333333,40.80166666666666
4610,08/25/97 00:00:00,8-403,Surface,1.0,12.1,23.0,29.0,-73.76055555555556,40.77722222222222
4612,08/25/97 00:00:00,8-405,Surface,1.0,10.2,22.5,29.0,-73.76361111111112,40.7925
4615,08/25/97 00:00:00,A3,Surface,1.0,5.2,22.0,29.0,-73.755,40.84166666666667
4620,09/16/97 00:00:00,A1,Surface,1.0,4.0,23.0,31.0,-73.82666666666667,40.80333333333333
4625,09/16/97 00:00:00,A2M,Surface,1.0,3.7,23.0,33.0,-73.78333333333333,40.80166666666666
4627,09/16/97 00:00:00,8-403,Surface,1.0,8.2,23.0,30.0,-73.76055555555556,40.77722222222222
4629,09/16/97 00:00:00,8-405,Surface,1.0,4.0,23.0,30.0,-73.76361111111112,40.7925
4632,09/16/97 00:00:00,A3,Surface,1.0,4.5,23.0,31.0,-73.755,40.84166666666667
4634,09/16/97 00:00:00,9-409,Surface,1.0,4.7,23.0,31.0,-73.71805555555555,40.82888888888889
4636,09/16/97 00:00:00,9-412,Surface,1.0,6.2,23.0,30.0,-73.7125,40.82222222222222
4638,09/16/97 00:00:00,9-413,Surface,1.0,6.5,23.0,30.0,-73.71361111111112,40.80722222222222
4643,09/16/97 00:00:00,A4,Surface,1.0,4.2,22.0,30.0,-73.735,40.87638888888889
4646,09/16/97 00:00:00,H-D,Surface,1.0,5.5,23.0,30.0,-73.66000000000001,40.845
4649,09/16/97 00:00:00,H-C,Surface,1.0,4.5,23.0,31.0,-73.67500000000001,40.865
4652,09/16/97 00:00:00,H-C1,Surface,1.0,3.9,22.0,30.0,-73.69500000000001,40.88666666666666
4655,09/16/97 00:00:00,A5,Surface,1.0,4.2,22.0,30.0,-73.68666666666667,40.89833333333333
4658,09/16/97 00:00:00,H-B,Surface,1.0,5.2,22.0,31.0,-73.715,40.91333333333333
4661,09/16/97 00:00:00,H-A3,Surface,1.0,3.6,21.0,30.0,-73.72,40.92333333333333
4664,09/16/97 00:00:00,B1S,Surface,1.0,4.5,22.0,31.0,-73.66666666666667,40.94499999999999
4669,09/16/97 00:00:00,B2,Surface,1.0,5.0,22.0,31.0,-73.65333333333334,40.935
