,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
12574,08/27/07 00:00:00,H-B,Surface,1.0,7.3,22.5,26.4,-73.715,40.91333333333333
12577,08/27/07 00:00:00,DI2,Surface,1.0,5.7,22.2,26.4,-73.76666666666667,40.89444444444445
12580,08/27/07 00:00:00,DI1,Surface,1.0,5.4,22.0,26.6,-73.77333333333333,40.8925
12585,09/04/07 00:00:00,A1,Surface,1.0,5.1,22.4,25.7,-73.82666666666667,40.80333333333333
12590,09/04/07 00:00:00,A2M,Surface,1.0,5.5,22.4,25.6,-73.78333333333333,40.80166666666666
12592,09/04/07 00:00:00,8-403,Surface,1.0,13.7,22.8,25.4,-73.76055555555556,40.77722222222222
12595,09/04/07 00:00:00,8-405,Surface,1.0,7.9,22.5,25.6,-73.76361111111112,40.7925
12598,09/04/07 00:00:00,A3,Surface,1.0,6.3,22.4,26.2,-73.755,40.84166666666667
12601,09/04/07 00:00:00,9-409,Surface,1.0,11.7,23.1,25.7,-73.71805555555555,40.82888888888889
12604,09/04/07 00:00:00,9-412,Surface,1.0,10.8,23.2,25.8,-73.7125,40.82222222222222
12606,09/04/07 00:00:00,9-413,Surface,1.0,8.3,23.0,25.4,-73.71361111111112,40.80722222222222
12611,09/04/07 00:00:00,A4,Surface,1.0,5.8,22.3,26.4,-73.735,40.87638888888889
12614,09/04/07 00:00:00,H-D,Surface,1.0,7.0,22.9,26.1,-73.66000000000001,40.845
12617,09/04/07 00:00:00,H-C,Surface,1.0,7.4,22.7,26.3,-73.67500000000001,40.865
12620,09/04/07 00:00:00,H-C1,Surface,1.0,6.4,22.4,26.5,-73.69500000000001,40.88666666666666
12623,09/04/07 00:00:00,A5,Surface,1.0,6.5,22.4,26.6,-73.68666666666667,40.89833333333333
12626,09/04/07 00:00:00,B4,Surface,1.0,7.7,22.6,26.5,-73.635,40.90666666666667
12631,09/04/07 00:00:00,B3M,Surface,1.0,7.4,22.6,26.7,-73.64500000000001,40.91999999999999
12636,09/04/07 00:00:00,B2,Surface,1.0,7.9,22.6,26.8,-73.65333333333334,40.935
12639,09/04/07 00:00:00,B1S,Surface,1.0,7.6,22.5,27.0,-73.66666666666667,40.94499999999999
12642,09/04/07 00:00:00,H-A3,Surface,1.0,4.9,22.3,26.9,-73.72,40.92333333333333
12645,09/04/07 00:00:00,H-B,Surface,1.0,6.5,22.6,26.7,-73.715,40.91333333333333
12648,09/04/07 00:00:00,DI2,Surface,1.0,5.8,22.6,26.5,-73.76666666666667,40.89444444444445
12651,09/04/07 00:00:00,DI1,Surface,1.0,5.7,22.7,26.5,-73.77333333333333,40.8925
12656,09/12/07 00:00:00,A1,Surface,1.0,4.1,23.1,25.3,-73.82666666666667,40.80333333333333
12661,09/12/07 00:00:00,A2M,Surface,1.0,4.1,22.7,25.9,-73.78333333333333,40.80166666666666
12663,09/12/07 00:00:00,8-403,Surface,1.0,4.7,21.9,25.6,-73.76055555555556,40.77722222222222
12665,09/12/07 00:00:00,8-405,Surface,1.0,5.4,22.2,25.8,-73.76361111111112,40.7925
12668,09/12/07 00:00:00,A3,Surface,1.0,4.8,22.4,26.2,-73.755,40.84166666666667
12671,09/12/07 00:00:00,9-409,Surface,1.0,3.7,22.7,26.0,-73.71805555555555,40.82888888888889
12674,09/12/07 00:00:00,9-412,Surface,1.0,4.8,22.6,25.7,-73.7125,40.82222222222222
12676,09/12/07 00:00:00,9-413,Surface,1.0,3.9,22.1,25.6,-73.71361111111112,40.80722222222222
12681,09/12/07 00:00:00,A4,Surface,1.0,4.6,22.5,26.6,-73.735,40.87638888888889
12684,09/12/07 00:00:00,H-D,Surface,1.0,5.7,22.4,26.4,-73.66000000000001,40.845
12687,09/12/07 00:00:00,H-C,Surface,1.0,5.0,22.4,26.6,-73.67500000000001,40.865
12690,09/12/07 00:00:00,H-C1,Surface,1.0,5.2,22.4,26.8,-73.69500000000001,40.88666666666666
12693,09/12/07 00:00:00,A5,Surface,1.0,5.4,22.4,26.8,-73.68666666666667,40.89833333333333
12696,09/12/07 00:00:00,B4,Surface,1.0,6.1,22.5,26.5,-73.635,40.90666666666667
12701,09/12/07 00:00:00,B3M,Surface,1.0,5.9,22.5,26.8,-73.64500000000001,40.91999999999999
12706,09/12/07 00:00:00,B2,Surface,1.0,5.6,22.2,27.1,-73.65333333333334,40.935
12709,09/12/07 00:00:00,B1S,Surface,1.0,4.5,22.0,27.4,-73.66666666666667,40.94499999999999
12712,09/12/07 00:00:00,H-A3,Surface,1.0,3.78,21.9,27.3,-73.72,40.92333333333333
12715,09/12/07 00:00:00,H-B,Surface,1.0,4.9,22.1,27.0,-73.715,40.91333333333333
12718,09/12/07 00:00:00,DI2,Surface,1.0,4.6,22.4,26.7,-73.76666666666667,40.89444444444445
12721,09/12/07 00:00:00,DI1,Surface,1.0,4.7,22.5,26.6,-73.77333333333333,40.8925
12726,06/30/08 00:00:00,A1,Surface,1.0,3.9,18.5,24.7,-73.82666666666667,40.80333333333333
12731,06/30/08 00:00:00,A2M,Surface,1.0,4.1,17.6,25.3,-73.78333333333333,40.80166666666666
12734,06/30/08 00:00:00,8-403,Surface,1.0,10.0,18.8,25.0,-73.76055555555556,40.77722222222222
12737,06/30/08 00:00:00,8-405,Surface,1.0,4.2,17.5,25.3,-73.76361111111112,40.7925
12740,06/30/08 00:00:00,A3,Surface,1.0,7.1,18.4,25.5,-73.755,40.84166666666667
12743,06/30/08 00:00:00,9-409,Surface,1.0,9.6,19.8,25.3,-73.71805555555555,40.82888888888889
12746,06/30/08 00:00:00,9-412,Surface,1.0,8.0,19.4,25.3,-73.7125,40.82222222222222
12749,06/30/08 00:00:00,9-413,Surface,1.0,8.5,19.1,25.4,-73.71361111111112,40.80722222222222
12754,06/30/08 00:00:00,A4,Surface,1.0,8.2,18.1,25.7,-73.735,40.87638888888889
12757,06/30/08 00:00:00,H-D,Surface,1.0,9.4,18.7,25.4,-73.66000000000001,40.845
12760,06/30/08 00:00:00,H-C,Surface,1.0,10.5,18.7,25.6,-73.67500000000001,40.865
12763,06/30/08 00:00:00,H-C1,Surface,1.0,11.3,19.2,25.7,-73.69500000000001,40.88666666666666
12766,06/30/08 00:00:00,A5,Surface,1.0,10.1,18.6,25.7,-73.68666666666667,40.89833333333333
12769,06/30/08 00:00:00,B4,Surface,1.0,9.7,19.1,25.7,-73.635,40.90666666666667
12774,06/30/08 00:00:00,B3M,Surface,1.0,7.7,17.8,25.8,-73.64500000000001,40.91999999999999
12779,06/30/08 00:00:00,B2,Surface,1.0,10.2,20.7,25.9,-73.65333333333334,40.935
12782,06/30/08 00:00:00,B1S,Surface,1.0,10.3,19.9,25.9,-73.66666666666667,40.94499999999999
12785,06/30/08 00:00:00,H-A3,Surface,1.0,8.6,18.4,26.1,-73.72,40.92333333333333
12788,06/30/08 00:00:00,H-B,Surface,1.0,9.3,19.0,26.0,-73.715,40.91333333333333
12791,06/30/08 00:00:00,DI2,Surface,1.0,7.2,18.4,25.9,-73.76666666666667,40.89444444444445
12794,06/30/08 00:00:00,DI1,Surface,1.0,6.4,18.8,25.9,-73.77333333333333,40.8925
12799,07/10/08 00:00:00,A1,Surface,1.0,4.3,19.5,25.3,-73.82666666666667,40.80333333333333
12804,07/10/08 00:00:00,A2M,Surface,1.0,5.0,19.8,25.4,-73.78333333333333,40.80166666666666
12807,07/10/08 00:00:00,8-403,Surface,1.0,6.3,21.5,25.0,-73.76055555555556,40.77722222222222
12810,07/10/08 00:00:00,8-405,Surface,1.0,4.7,19.9,25.2,-73.76361111111112,40.7925
12813,07/10/08 00:00:00,A3,Surface,1.0,7.5,20.4,25.5,-73.755,40.84166666666667
12816,07/10/08 00:00:00,9-409,Surface,1.0,11.6,22.2,25.1,-73.71805555555555,40.82888888888889
12819,07/10/08 00:00:00,9-412,Surface,1.0,10.9,21.9,25.2,-73.7125,40.82222222222222
12821,07/10/08 00:00:00,9-413,Surface,1.0,10.3,21.5,25.0,-73.71361111111112,40.80722222222222
12825,07/10/08 00:00:00,H-D,Surface,1.0,6.9,21.1,25.4,-73.66000000000001,40.845
12829,07/10/08 00:00:00,A4,Surface,1.0,6.1,20.0,25.6,-73.735,40.87638888888889
12832,07/10/08 00:00:00,H-C,Surface,1.0,7.9,21.0,25.8,-73.67500000000001,40.865
12835,07/10/08 00:00:00,H-C1,Surface,1.0,7.6,20.3,25.8,-73.69500000000001,40.88666666666666
12838,07/10/08 00:00:00,A5,Surface,1.0,8.3,20.2,25.8,-73.68666666666667,40.89833333333333
12841,07/10/08 00:00:00,B4,Surface,1.0,10.0,20.9,26.0,-73.635,40.90666666666667
12846,07/10/08 00:00:00,B3M,Surface,1.0,8.6,20.5,26.1,-73.64500000000001,40.91999999999999
12851,07/10/08 00:00:00,B2,Surface,1.0,8.1,20.7,26.3,-73.65333333333334,40.935
12854,07/10/08 00:00:00,B1S,Surface,1.0,7.0,20.1,26.2,-73.66666666666667,40.94499999999999
12857,07/10/08 00:00:00,H-A3,Surface,1.0,5.2,19.2,26.2,-73.72,40.92333333333333
12860,07/10/08 00:00:00,H-B,Surface,1.0,6.7,20.1,26.1,-73.715,40.91333333333333
12863,07/10/08 00:00:00,DI2,Surface,1.0,4.9,20.0,26.0,-73.76666666666667,40.89444444444445
12866,07/10/08 00:00:00,DI1,Surface,1.0,5.1,20.3,25.9,-73.77333333333333,40.8925
12871,07/14/08 00:00:00,A1,Surface,1.0,3.8,20.9,24.6,-73.82666666666667,40.80333333333333
12876,07/14/08 00:00:00,A2M,Surface,1.0,3.3,19.4,25.2,-73.78333333333333,40.80166666666666
12879,07/14/08 00:00:00,8-403,Surface,1.0,4.5,21.8,24.9,-73.76055555555556,40.77722222222222
12882,07/14/08 00:00:00,8-405,Surface,1.0,4.6,20.2,25.1,-73.76361111111112,40.7925
12885,07/14/08 00:00:00,A3,Surface,1.0,5.4,20.2,25.5,-73.755,40.84166666666667
12888,07/14/08 00:00:00,9-409,Surface,1.0,7.0,21.2,25.4,-73.71805555555555,40.82888888888889
12891,07/14/08 00:00:00,9-412,Surface,1.0,8.3,22.5,25.1,-73.7125,40.82222222222222
12894,07/14/08 00:00:00,9-413,Surface,1.0,7.4,21.5,25.0,-73.71361111111112,40.80722222222222
12899,07/14/08 00:00:00,A4,Surface,1.0,6.9,20.3,25.7,-73.735,40.87638888888889
12902,07/14/08 00:00:00,H-D,Surface,1.0,6.0,20.9,25.4,-73.66000000000001,40.845
12905,07/14/08 00:00:00,H-C,Surface,1.0,7.3,21.2,25.5,-73.67500000000001,40.865
12908,07/14/08 00:00:00,H-C1,Surface,1.0,7.7,20.5,25.7,-73.69500000000001,40.88666666666666
12911,07/14/08 00:00:00,A5,Surface,1.0,7.6,20.5,25.7,-73.68666666666667,40.89833333333333
12914,07/14/08 00:00:00,B4,Surface,1.0,8.2,21.4,25.5,-73.635,40.90666666666667
12919,07/14/08 00:00:00,B3M,Surface,1.0,9.1,20.4,25.5,-73.64500000000001,40.91999999999999
12924,07/14/08 00:00:00,B2,Surface,1.0,7.7,20.2,25.9,-73.65333333333334,40.935
12927,07/14/08 00:00:00,B1S,Surface,1.0,6.8,20.2,26.1,-73.66666666666667,40.94499999999999
12930,07/14/08 00:00:00,H-A3,Surface,1.0,6.5,20.1,26.0,-73.72,40.92333333333333
12933,07/14/08 00:00:00,H-B,Surface,1.0,7.6,20.6,26.0,-73.715,40.91333333333333
12936,07/14/08 00:00:00,DI2,Surface,1.0,8.3,21.4,25.8,-73.76666666666667,40.89444444444445
12939,07/14/08 00:00:00,DI1,Surface,1.0,7.3,21.1,25.7,-73.77333333333333,40.8925
12944,07/25/08 00:00:00,A1,Surface,1.0,3.0,20.8,25.2,-73.82666666666667,40.80333333333333
12949,07/25/08 00:00:00,A2M,Surface,1.0,3.3,21.0,25.0,-73.78333333333333,40.80166666666666
12951,07/25/08 00:00:00,8-403,Surface,1.0,3.5,21.6,25.0,-73.76055555555556,40.77722222222222
12954,07/25/08 00:00:00,8-405,Surface,1.0,4.0,21.4,24.8,-73.76361111111112,40.7925
12957,07/25/08 00:00:00,A3,Surface,1.0,4.0,21.2,25.5,-73.755,40.84166666666667
12960,07/25/08 00:00:00,9-409,Surface,1.0,7.1,22.0,24.8,-73.71805555555555,40.82888888888889
12963,07/25/08 00:00:00,9-412,Surface,1.0,6.9,22.1,25.2,-73.7125,40.82222222222222
12965,07/25/08 00:00:00,9-413,Surface,1.0,3.7,22.3,24.3,-73.71361111111112,40.80722222222222
12970,07/25/08 00:00:00,A4,Surface,1.0,6.1,21.9,25.8,-73.735,40.87638888888889
12973,07/25/08 00:00:00,H-D,Surface,1.0,4.0,21.5,25.6,-73.66000000000001,40.845
12976,07/25/08 00:00:00,H-C,Surface,1.0,5.9,22.5,25.7,-73.67500000000001,40.865
12979,07/25/08 00:00:00,H-C1,Surface,1.0,7.1,22.4,26.0,-73.69500000000001,40.88666666666666
12982,07/25/08 00:00:00,A5,Surface,1.0,6.5,22.4,26.0,-73.68666666666667,40.89833333333333
12985,07/25/08 00:00:00,B4,Surface,1.0,6.3,22.8,26.0,-73.635,40.90666666666667
12990,07/25/08 00:00:00,B3M,Surface,1.0,7.5,22.5,26.1,-73.64500000000001,40.91999999999999
12995,07/25/08 00:00:00,B2,Surface,1.0,8.3,22.3,26.0,-73.65333333333334,40.935
12998,07/25/08 00:00:00,B1S,Surface,1.0,6.8,22.7,25.8,-73.66666666666667,40.94499999999999
13001,07/25/08 00:00:00,H-A3,Surface,1.0,5.6,22.5,26.0,-73.72,40.92333333333333
13004,07/25/08 00:00:00,H-B,Surface,1.0,6.9,22.8,25.8,-73.715,40.91333333333333
13007,07/25/08 00:00:00,DI2,Surface,1.0,4.3,22.4,25.8,-73.76666666666667,40.89444444444445
13010,07/25/08 00:00:00,DI1,Surface,1.0,4.4,22.5,25.7,-73.77333333333333,40.8925
13015,07/28/08 00:00:00,A1,Surface,1.0,2.5,21.2,25.0,-73.82666666666667,40.80333333333333
13020,07/28/08 00:00:00,A2M,Surface,1.0,2.8,21.1,25.2,-73.78333333333333,40.80166666666666
13023,07/28/08 00:00:00,8-403,Surface,1.0,4.7,21.7,24.6,-73.76055555555556,40.77722222222222
13026,07/28/08 00:00:00,8-405,Surface,1.0,3.7,21.6,24.9,-73.76361111111112,40.7925
13029,07/28/08 00:00:00,A3,Surface,1.0,4.1,21.4,25.1,-73.755,40.84166666666667
13032,07/28/08 00:00:00,9-409,Surface,1.0,7.3,22.4,25.2,-73.71805555555555,40.82888888888889
13035,07/28/08 00:00:00,9-412,Surface,1.0,5.2,22.5,25.3,-73.7125,40.82222222222222
13038,07/28/08 00:00:00,9-413,Surface,1.0,4.8,22.4,25.3,-73.71361111111112,40.80722222222222
13043,07/28/08 00:00:00,A4,Surface,1.0,4.9,21.5,25.8,-73.735,40.87638888888889
13046,07/28/08 00:00:00,H-D,Surface,1.0,5.0,22.3,25.6,-73.66000000000001,40.845
13049,07/28/08 00:00:00,H-C,Surface,1.0,5.9,22.1,25.8,-73.67500000000001,40.865
13052,07/28/08 00:00:00,H-C1,Surface,1.0,5.9,21.9,25.9,-73.69500000000001,40.88666666666666
13055,07/28/08 00:00:00,A5,Surface,1.0,7.8,22.2,25.9,-73.68666666666667,40.89833333333333
13058,07/28/08 00:00:00,B1S,Surface,1.0,6.8,22.7,25.8,-73.66666666666667,40.94499999999999
13061,07/28/08 00:00:00,B4,Surface,1.0,6.6,22.5,26.0,-73.635,40.90666666666667
13066,07/28/08 00:00:00,B3M,Surface,1.0,6.4,23.2,26.1,-73.64500000000001,40.91999999999999
13069,07/28/08 00:00:00,H-A3,Surface,1.0,5.6,22.5,26.0,-73.72,40.92333333333333
13074,07/28/08 00:00:00,B2,Surface,1.0,7.0,22.2,26.2,-73.65333333333334,40.935
13077,07/28/08 00:00:00,H-B,Surface,1.0,6.9,22.8,25.8,-73.715,40.91333333333333
13080,07/28/08 00:00:00,DI2,Surface,1.0,4.3,22.4,25.8,-73.76666666666667,40.89444444444445
13083,07/28/08 00:00:00,DI1,Surface,1.0,4.4,22.5,25.7,-73.77333333333333,40.8925
13088,08/04/08 00:00:00,A1,Surface,1.0,4.0,22.3,24.5,-73.82666666666667,40.80333333333333
13093,08/04/08 00:00:00,A2M,Surface,1.0,3.6,22.0,25.2,-73.78333333333333,40.80166666666666
13095,08/04/08 00:00:00,8-403,Surface,1.0,7.5,23.5,23.8,-73.76055555555556,40.77722222222222
13097,08/04/08 00:00:00,8-405,Surface,1.0,7.9,22.9,24.9,-73.76361111111112,40.7925
13100,08/04/08 00:00:00,A3,Surface,1.0,4.0,22.1,25.5,-73.755,40.84166666666667
13103,08/04/08 00:00:00,9-409,Surface,1.0,8.1,23.6,25.1,-73.71805555555555,40.82888888888889
13106,08/04/08 00:00:00,9-412,Surface,1.0,9.7,24.1,24.7,-73.7125,40.82222222222222
13108,08/04/08 00:00:00,9-413,Surface,1.0,8.8,24.3,24.7,-73.71361111111112,40.80722222222222
13113,08/04/08 00:00:00,A4,Surface,1.0,4.2,22.4,25.8,-73.735,40.87638888888889
13116,08/04/08 00:00:00,H-D,Surface,1.0,6.9,23.7,25.1,-73.66000000000001,40.845
13119,08/04/08 00:00:00,H-C,Surface,1.0,5.8,23.7,25.9,-73.67500000000001,40.865
13122,08/04/08 00:00:00,H-C1,Surface,1.0,5.5,22.8,26.0,-73.69500000000001,40.88666666666666
13125,08/04/08 00:00:00,A5,Surface,1.0,7.3,23.6,26.1,-73.68666666666667,40.89833333333333
13128,08/04/08 00:00:00,B4,Surface,1.0,5.6,23.2,26.1,-73.635,40.90666666666667
13133,08/04/08 00:00:00,B3M,Surface,1.0,6.8,23.3,26.2,-73.64500000000001,40.91999999999999
13138,08/04/08 00:00:00,B2,Surface,1.0,7.3,23.4,26.3,-73.65333333333334,40.935
13141,08/04/08 00:00:00,B1S,Surface,1.0,6.1,22.9,26.3,-73.66666666666667,40.94499999999999
13144,08/04/08 00:00:00,H-A3,Surface,1.0,4.5,22.2,26.3,-73.72,40.92333333333333
13147,08/04/08 00:00:00,H-B,Surface,1.0,6.4,23.0,26.3,-73.715,40.91333333333333
13150,08/04/08 00:00:00,DI2,Surface,1.0,3.8,22.4,26.1,-73.76666666666667,40.89444444444445
13153,08/04/08 00:00:00,DI1,Surface,1.0,3.9,22.6,26.1,-73.77333333333333,40.8925
13158,08/11/08 00:00:00,A1,Surface,1.0,2.8,22.5,24.6,-73.82666666666667,40.80333333333333
13163,08/11/08 00:00:00,A2M,Surface,1.0,2.4,22.0,25.3,-73.78333333333333,40.80166666666666
13166,08/11/08 00:00:00,8-403,Surface,1.0,8.3,22.7,24.8,-73.76055555555556,40.77722222222222
13169,08/11/08 00:00:00,8-405,Surface,1.0,2.9,22.2,25.0,-73.76361111111112,40.7925
13172,08/11/08 00:00:00,A3,Surface,1.0,6.4,22.7,25.5,-73.755,40.84166666666667
13175,08/11/08 00:00:00,9-409,Surface,1.0,7.9,23.4,25.2,-73.71805555555555,40.82888888888889
13178,08/11/08 00:00:00,9-412,Surface,1.0,6.5,23.4,25.4,-73.7125,40.82222222222222
13181,08/11/08 00:00:00,9-413,Surface,1.0,5.2,23.0,25.1,-73.71361111111112,40.80722222222222
13186,08/11/08 00:00:00,A4,Surface,1.0,6.8,22.5,25.8,-73.735,40.87638888888889
13189,08/11/08 00:00:00,H-D,Surface,1.0,4.7,23.2,25.6,-73.66000000000001,40.845
13192,08/11/08 00:00:00,H-C,Surface,1.0,7.0,23.2,25.8,-73.67500000000001,40.865
13195,08/11/08 00:00:00,H-C1,Surface,1.0,6.2,23.0,25.9,-73.69500000000001,40.88666666666666
13198,08/11/08 00:00:00,DI2,Surface,1.0,5.9,22.6,26.0,-73.76666666666667,40.89444444444445
13201,08/11/08 00:00:00,DI1,Surface,1.0,5.2,22.6,26.0,-73.77333333333333,40.8925
13206,08/18/08 00:00:00,A1,Surface,1.0,2.3,22.3,24.6,-73.82666666666667,40.80333333333333
13211,08/18/08 00:00:00,A2M,Surface,1.0,2.3,22.1,24.8,-73.78333333333333,40.80166666666666
13212,08/18/08 00:00:00,8-403,Surface,1.0,4.0,22.9,27.7,-73.76055555555556,40.77722222222222
13214,08/18/08 00:00:00,8-405,Surface,1.0,6.0,23.0,24.5,-73.76361111111112,40.7925
13217,08/18/08 00:00:00,A3,Surface,1.0,3.3,22.3,25.2,-73.755,40.84166666666667
13220,08/18/08 00:00:00,9-409,Surface,1.0,7.9,23.4,24.7,-73.71805555555555,40.82888888888889
13223,08/18/08 00:00:00,9-412,Surface,1.0,6.7,23.3,24.6,-73.7125,40.82222222222222
13226,08/18/08 00:00:00,9-413,Surface,1.0,4.5,23.4,24.9,-73.71361111111112,40.80722222222222
13231,08/18/08 00:00:00,A4,Surface,1.0,4.9,23.1,25.4,-73.735,40.87638888888889
13234,08/18/08 00:00:00,H-D,Surface,1.0,6.0,23.8,25.1,-73.66000000000001,40.845
13237,08/18/08 00:00:00,H-C,Surface,1.0,7.6,23.9,25.2,-73.67500000000001,40.865
13240,08/18/08 00:00:00,H-C1,Surface,1.0,5.8,23.1,25.4,-73.69500000000001,40.88666666666666
13243,08/18/08 00:00:00,A5,Surface,1.0,6.1,23.2,25.6,-73.68666666666667,40.89833333333333
13246,08/18/08 00:00:00,B4,Surface,1.0,6.5,23.2,25.7,-73.635,40.90666666666667
13251,08/18/08 00:00:00,B3M,Surface,1.0,7.6,23.6,26.3,-73.64500000000001,40.91999999999999
13256,08/18/08 00:00:00,B2,Surface,1.0,6.4,23.8,25.9,-73.65333333333334,40.935
13259,08/18/08 00:00:00,B1S,Surface,1.0,5.3,23.1,26.3,-73.66666666666667,40.94499999999999
13262,08/18/08 00:00:00,H-A3,Surface,1.0,4.5,22.9,26.3,-73.72,40.92333333333333
13265,08/18/08 00:00:00,H-B,Surface,1.0,6.0,23.4,26.1,-73.715,40.91333333333333
13268,08/18/08 00:00:00,DI2,Surface,1.0,4.1,23.3,25.9,-73.76666666666667,40.89444444444445
13271,08/18/08 00:00:00,DI1,Surface,1.0,3.6,22.7,26.0,-73.77333333333333,40.8925
13276,08/25/08 00:00:00,A1,Surface,1.0,2.8,22.5,25.1,-73.82666666666667,40.80333333333333
13281,08/25/08 00:00:00,A2M,Surface,1.0,3.4,22.5,25.4,-73.78333333333333,40.80166666666666
13284,08/25/08 00:00:00,8-403,Surface,1.0,4.8,23.1,25.0,-73.76055555555556,40.77722222222222
13287,08/25/08 00:00:00,8-405,Surface,1.0,6.0,22.9,25.3,-73.76361111111112,40.7925
13290,08/25/08 00:00:00,A3,Surface,1.0,4.2,22.6,25.8,-73.755,40.84166666666667
13293,08/25/08 00:00:00,9-409,Surface,1.0,5.9,23.1,25.4,-73.71805555555555,40.82888888888889
13296,08/25/08 00:00:00,9-412,Surface,1.0,5.0,23.2,25.4,-73.7125,40.82222222222222
13299,08/25/08 00:00:00,9-413,Surface,1.0,4.4,23.0,25.3,-73.71361111111112,40.80722222222222
13304,08/25/08 00:00:00,A4,Surface,1.0,4.4,22.5,26.0,-73.735,40.87638888888889
13307,08/25/08 00:00:00,H-D,Surface,1.0,4.6,22.9,25.6,-73.66000000000001,40.845
13310,08/25/08 00:00:00,H-C,Surface,1.0,5.3,22.8,25.9,-73.67500000000001,40.865
13313,08/25/08 00:00:00,H-C1,Surface,1.0,5.8,22.7,26.0,-73.69500000000001,40.88666666666666
13316,08/25/08 00:00:00,A5,Surface,1.0,5.8,22.7,26.1,-73.68666666666667,40.89833333333333
13319,08/25/08 00:00:00,B4,Surface,1.0,7.3,23.3,26.2,-73.635,40.90666666666667
13324,08/25/08 00:00:00,B3M,Surface,1.0,6.5,23.1,26.2,-73.64500000000001,40.91999999999999
13329,08/25/08 00:00:00,B2,Surface,1.0,6.5,23.2,26.3,-73.65333333333334,40.935
13332,08/25/08 00:00:00,B1S,Surface,1.0,4.8,23.0,26.6,-73.66666666666667,40.94499999999999
13335,08/25/08 00:00:00,H-A3,Surface,1.0,5.0,23.4,26.5,-73.72,40.92333333333333
13338,08/25/08 00:00:00,H-B,Surface,1.0,6.0,23.4,26.4,-73.715,40.91333333333333
13341,08/25/08 00:00:00,DI2,Surface,1.0,4.5,23.2,26.1,-73.76666666666667,40.89444444444445
13344,08/25/08 00:00:00,DI1,Surface,1.0,4.3,23.4,26.1,-73.77333333333333,40.8925
13349,09/02/08 00:00:00,A1,Surface,1.0,3.8,22.9,24.6,-73.82666666666667,40.80333333333333
13354,09/02/08 00:00:00,A2M,Surface,1.0,3.7,21.9,25.2,-73.78333333333333,40.80166666666666
13355,09/02/08 00:00:00,8-403,Surface,1.0,5.0,23.4,24.7,-73.76055555555556,40.77722222222222
13357,09/02/08 00:00:00,8-405,Surface,1.0,6.2,23.2,24.2,-73.76361111111112,40.7925
13360,09/02/08 00:00:00,A3,Surface,1.0,3.7,22.8,25.2,-73.755,40.84166666666667
13363,09/02/08 00:00:00,9-409,Surface,1.0,4.5,24.1,25.2,-73.71805555555555,40.82888888888889
13366,09/02/08 00:00:00,9-412,Surface,1.0,4.9,24.1,24.9,-73.7125,40.82222222222222
13368,09/02/08 00:00:00,9-413,Surface,1.0,3.4,23.9,25.4,-73.71361111111112,40.80722222222222
13373,09/02/08 00:00:00,A4,Surface,1.0,5.1,23.0,25.9,-73.735,40.87638888888889
13376,09/02/08 00:00:00,H-D,Surface,1.0,7.4,23.8,25.1,-73.66000000000001,40.845
13379,09/02/08 00:00:00,H-C,Surface,1.0,6.8,23.4,25.9,-73.67500000000001,40.865
13382,09/02/08 00:00:00,H-C1,Surface,1.0,7.1,22.5,26.2,-73.69500000000001,40.88666666666666
13385,09/02/08 00:00:00,A5,Surface,1.0,7.0,23.1,26.1,-73.68666666666667,40.89833333333333
13388,09/02/08 00:00:00,B4,Surface,1.0,6.5,23.2,26.2,-73.635,40.90666666666667
13393,09/02/08 00:00:00,B3M,Surface,1.0,4.8,23.4,26.3,-73.64500000000001,40.91999999999999
13398,09/02/08 00:00:00,B2,Surface,1.0,6.2,23.1,26.6,-73.65333333333334,40.935
13401,09/02/08 00:00:00,B1S,Surface,1.0,5.5,22.7,26.7,-73.66666666666667,40.94499999999999
13404,09/02/08 00:00:00,H-A3,Surface,1.0,4.8,22.8,26.6,-73.72,40.92333333333333
13407,09/02/08 00:00:00,H-B,Surface,1.0,7.7,23.8,26.5,-73.715,40.91333333333333
13410,09/02/08 00:00:00,DI2,Surface,1.0,4.4,23.3,26.1,-73.76666666666667,40.89444444444445
13413,09/02/08 00:00:00,DI1,Surface,1.0,4.6,23.0,26.1,-73.77333333333333,40.8925
13418,09/08/08 00:00:00,A1,Surface,1.0,3.8,23.0,24.5,-73.82666666666667,40.80333333333333
13423,09/08/08 00:00:00,A2M,Surface,1.0,3.9,23.2,24.2,-73.78333333333333,40.80166666666666
13425,09/08/08 00:00:00,8-403,Surface,1.0,6.3,23.2,22.7,-73.76055555555556,40.77722222222222
13428,09/08/08 00:00:00,8-405,Surface,1.0,4.1,23.0,23.7,-73.76361111111112,40.7925
13431,09/08/08 00:00:00,A3,Surface,1.0,6.2,23.2,24.7,-73.755,40.84166666666667
13434,09/08/08 00:00:00,9-409,Surface,1.0,7.5,23.7,24.0,-73.71805555555555,40.82888888888889
13437,09/08/08 00:00:00,9-412,Surface,1.0,7.4,23.7,24.0,-73.7125,40.82222222222222
13439,09/08/08 00:00:00,9-413,Surface,1.0,7.1,23.8,23.9,-73.71361111111112,40.80722222222222
13444,09/08/08 00:00:00,A4,Surface,1.0,6.3,23.4,25.1,-73.735,40.87638888888889
13447,09/08/08 00:00:00,H-D,Surface,1.0,7.8,23.6,24.7,-73.66000000000001,40.845
